date;state;epidemiological_week_2019;epidemiological_week_2020;deaths_indeterminate_2020;deaths_respiratory_failure_2020;deaths_others_2020;deaths_pneumonia_2020;deaths_septicemia_2020;deaths_total_2020
12/10/2020;MS;41;42;46;1091;6829;2540;1459;13568
13/10/2020;MS;42;42;46;1099;6857;2550;1464;13629
14/10/2020;MS;42;42;46;1106;6879;2559;1468;13677
15/10/2020;MS;42;42;46;1109;6904;2568;1470;13727
16/10/2020;MS;42;42;46;1112;6922;2580;1474;13778
17/10/2020;MS;42;42;47;1118;6942;2590;1481;13825
18/10/2020;MS;42;43;47;1123;6960;2607;1486;13873
19/10/2020;MS;42;43;47;1128;6980;2613;1493;13922
20/10/2020;MS;43;43;47;1129;7003;2621;1501;13967
21/10/2020;MS;43;43;47;1136;7028;2633;1505;14025
22/10/2020;MS;43;43;47;1136;7050;2639;1508;14068
23/10/2020;MS;43;43;47;1140;7071;2648;1512;14112
24/10/2020;MS;43;43;47;1144;7088;2658;1515;14152
25/10/2020;MS;43;44;47;1147;7103;2664;1518;14184
26/10/2020;MS;43;44;47;1152;7128;2669;1526;14233
27/10/2020;MS;44;44;47;1153;7157;2678;1532;14283
28/10/2020;MS;44;44;48;1156;7183;2692;1546;14349
29/10/2020;MS;44;44;48;1157;7202;2699;1548;14386
30/10/2020;MS;44;44;49;1161;7225;2708;1551;14432
31/10/2020;MS;44;44;49;1165;7246;2713;1557;14477
01/11/2020;MS;44;45;49;1169;7261;2721;1563;14517
02/11/2020;MS;44;45;49;1175;7282;2724;1567;14560
03/11/2020;MS;45;45;49;1176;7305;2733;1573;14603
04/11/2020;MS;45;45;49;1179;7330;2739;1575;14649
05/11/2020;MS;45;45;49;1180;7350;2747;1580;14688
06/11/2020;MS;45;45;49;1184;7374;2752;1584;14735
07/11/2020;MS;45;45;49;1184;7389;2768;1591;14777
08/11/2020;MS;45;46;51;1191;7416;2780;1598;14836
09/11/2020;MS;45;46;51;1193;7429;2788;1603;14879
10/11/2020;MS;46;46;51;1201;7455;2799;1610;14936
11/11/2020;MS;46;46;51;1203;7474;2810;1614;14978
12/11/2020;MS;46;46;51;1207;7493;2819;1618;15018
13/11/2020;MS;46;46;51;1212;7513;2829;1625;15063
14/11/2020;MS;46;46;52;1214;7535;2831;1629;15099
15/11/2020;MS;46;47;52;1219;7558;2835;1632;15136
16/11/2020;MS;46;47;52;1224;7582;2842;1639;15186
17/11/2020;MS;47;47;52;1226;7606;2853;1644;15231
18/11/2020;MS;47;47;52;1232;7623;2858;1649;15267
19/11/2020;MS;47;47;53;1234;7641;2863;1654;15305
20/11/2020;MS;47;47;53;1236;7658;2872;1660;15342
21/11/2020;MS;47;47;54;1239;7676;2875;1669;15381
22/11/2020;MS;47;48;54;1243;7698;2882;1675;15430
23/11/2020;MS;47;48;54;1248;7724;2891;1679;15477
24/11/2020;MS;48;48;54;1253;7742;2899;1684;15516
25/11/2020;MS;48;48;54;1258;7757;2902;1689;15551
26/11/2020;MS;48;48;54;1263;7782;2911;1694;15599
27/11/2020;MS;48;48;54;1267;7795;2918;1700;15635
28/11/2020;MS;48;48;54;1272;7816;2931;1708;15692
29/11/2020;MS;48;49;54;1279;7834;2937;1714;15733
30/11/2020;MS;48;49;54;1284;7858;2943;1722;15792
01/12/2020;MS;49;49;54;1286;7883;2948;1725;15838
02/12/2020;MS;49;49;54;1289;7905;2955;1731;15886
03/12/2020;MS;49;49;54;1290;7927;2966;1738;15941
04/12/2020;MS;49;49;54;1294;7948;2972;1743;15989
05/12/2020;MS;49;49;54;1296;7969;2976;1748;16031
06/12/2020;MS;49;50;54;1301;7982;2982;1752;16070
07/12/2020;MS;49;50;54;1301;8006;2987;1760;16120
08/12/2020;MS;50;50;55;1306;8026;2997;1762;16172
09/12/2020;MS;50;50;55;1311;8045;3009;1768;16227
10/12/2020;MS;50;50;55;1317;8069;3011;1776;16285
11/12/2020;MS;50;50;55;1320;8096;3017;1782;16341
12/12/2020;MS;50;50;55;1324;8120;3023;1787;16398
13/12/2020;MS;50;51;55;1328;8136;3028;1793;16445
14/12/2020;MS;50;51;56;1333;8152;3041;1797;16500
15/12/2020;MS;51;51;56;1336;8171;3049;1803;16550
16/12/2020;MS;51;51;57;1340;8194;3058;1810;16611
17/12/2020;MS;51;51;57;1345;8217;3069;1816;16674
18/12/2020;MS;51;51;57;1351;8237;3073;1822;16737
19/12/2020;MS;51;51;57;1354;8264;3076;1827;16798
20/12/2020;MS;51;52;57;1355;8289;3079;1831;16855
21/12/2020;MS;51;52;57;1357;8313;3083;1835;16908
22/12/2020;MS;52;52;57;1357;8328;3086;1838;16946
23/12/2020;MS;52;52;57;1358;8335;3090;1839;16965
24/12/2020;MS;52;52;57;1358;8343;3092;1843;16986
25/12/2020;MS;52;52;57;1358;8349;3099;1846;17020
26/12/2020;MS;52;52;57;1360;8359;3105;1847;17047
27/12/2020;MS;52;53;57;1362;8369;3105;1848;17066
28/12/2020;MS;52;53;57;1364;8377;3106;1848;17086
29/12/2020;MS;1;53;57;1365;8380;3106;1848;17091
30/12/2020;MS;1;53;57;1366;8380;3107;1848;17093
31/12/2020;MS;1;53;57;1366;8380;3107;1848;17093
01/01/2020;MT;1;1;1;3;27;1;2;34
02/01/2020;MT;1;1;1;3;47;4;7;62
03/01/2020;MT;1;1;1;6;69;8;13;97
04/01/2020;MT;1;1;1;6;100;10;16;133
05/01/2020;MT;1;2;1;7;130;13;16;167
06/01/2020;MT;2;2;2;8;155;16;19;200
07/01/2020;MT;2;2;2;9;185;19;21;236
08/01/2020;MT;2;2;2;10;216;22;27;277
09/01/2020;MT;2;2;2;11;253;27;30;323
10/01/2020;MT;2;2;2;13;281;31;32;360
11/01/2020;MT;2;2;3;15;317;35;40;411
12/01/2020;MT;2;3;3;15;347;36;40;442
13/01/2020;MT;3;3;3;16;373;39;44;476
14/01/2020;MT;3;3;3;16;399;43;48;510
15/01/2020;MT;3;3;3;19;443;46;48;560
16/01/2020;MT;3;3;3;19;474;50;51;598
17/01/2020;MT;3;3;3;22;498;54;52;630
18/01/2020;MT;3;3;3;23;523;56;56;662
19/01/2020;MT;3;4;3;23;546;59;59;691
20/01/2020;MT;4;4;4;24;556;61;64;710
21/01/2020;MT;4;4;4;26;576;64;66;737
22/01/2020;MT;4;4;5;27;604;66;67;770
23/01/2020;MT;4;4;5;29;624;73;70;802
24/01/2020;MT;4;4;5;30;647;76;73;832
25/01/2020;MT;4;4;5;32;672;81;74;865
26/01/2020;MT;4;5;5;32;686;82;78;884
27/01/2020;MT;5;5;5;33;714;86;81;920
28/01/2020;MT;5;5;6;34;745;92;82;960
29/01/2020;MT;5;5;6;36;772;94;83;993
30/01/2020;MT;5;5;6;36;803;96;84;1027
31/01/2020;MT;5;5;6;37;835;102;85;1067
01/02/2020;MT;5;5;6;38;866;107;88;1107
02/02/2020;MT;5;6;6;40;891;110;90;1140
03/02/2020;MT;6;6;6;42;933;113;91;1188
04/02/2020;MT;6;6;7;45;960;115;92;1222
05/02/2020;MT;6;6;7;48;985;120;94;1257
06/02/2020;MT;6;6;7;48;1020;123;98;1299
07/02/2020;MT;6;6;7;51;1041;128;99;1329
08/02/2020;MT;6;6;8;51;1060;131;104;1357
09/02/2020;MT;6;7;8;54;1089;133;110;1397
10/02/2020;MT;7;7;8;55;1120;138;112;1436
11/02/2020;MT;7;7;9;56;1147;140;114;1469
12/02/2020;MT;7;7;9;58;1171;144;115;1500
13/02/2020;MT;7;7;9;59;1204;145;116;1536
14/02/2020;MT;7;7;9;59;1245;147;118;1581
15/02/2020;MT;7;7;9;59;1276;147;121;1615
16/02/2020;MT;7;8;9;61;1301;148;124;1646
17/02/2020;MT;8;8;9;65;1328;149;127;1681
18/02/2020;MT;8;8;9;65;1357;151;131;1716
19/02/2020;MT;8;8;9;67;1393;155;132;1759
20/02/2020;MT;8;8;9;70;1417;156;133;1788
21/02/2020;MT;8;8;9;70;1449;159;133;1823
22/02/2020;MT;8;8;9;71;1474;165;138;1860
23/02/2020;MT;8;9;9;72;1504;166;140;1894
24/02/2020;MT;9;9;9;73;1532;169;143;1929
25/02/2020;MT;9;9;9;73;1561;170;146;1962
26/02/2020;MT;9;9;9;74;1583;172;148;1989
27/02/2020;MT;9;9;9;75;1606;177;150;2020
28/02/2020;MT;9;9;9;75;1634;181;150;2052
29/02/2020;MT;9;9;9;77;1678;185;154;2106
01/03/2020;MT;9;10;9;78;1706;187;156;2139
02/03/2020;MT;9;10;10;81;1737;189;156;2176
03/03/2020;MT;10;10;10;83;1763;191;158;2208
04/03/2020;MT;10;10;10;85;1789;195;160;2243
05/03/2020;MT;10;10;10;88;1826;195;164;2287
06/03/2020;MT;10;10;10;91;1860;200;166;2331
07/03/2020;MT;10;10;10;91;1899;204;171;2379
08/03/2020;MT;10;11;10;95;1935;208;174;2426
09/03/2020;MT;10;11;10;97;1986;211;177;2485
10/03/2020;MT;11;11;10;97;2015;218;178;2522
11/03/2020;MT;11;11;10;97;2053;220;180;2564
12/03/2020;MT;11;11;10;97;2089;225;181;2606
13/03/2020;MT;11;11;10;98;2128;227;183;2650
14/03/2020;MT;11;11;10;100;2174;230;186;2704
15/03/2020;MT;11;12;10;101;2210;235;186;2746
16/03/2020;MT;11;12;10;105;2245;238;188;2790
17/03/2020;MT;12;12;10;106;2272;243;190;2826
18/03/2020;MT;12;12;10;107;2297;251;192;2863
19/03/2020;MT;12;12;10;110;2333;253;193;2905
20/03/2020;MT;12;12;10;112;2370;257;195;2950
21/03/2020;MT;12;12;10;113;2396;261;197;2983
22/03/2020;MT;12;13;10;115;2411;263;197;3002
23/03/2020;MT;12;13;10;116;2445;266;201;3044
24/03/2020;MT;13;13;10;118;2473;269;204;3080
25/03/2020;MT;13;13;10;118;2507;275;205;3121
26/03/2020;MT;13;13;10;118;2550;276;210;3170
27/03/2020;MT;13;13;10;119;2584;279;212;3210
28/03/2020;MT;13;13;10;120;2623;281;212;3252
29/03/2020;MT;13;14;10;121;2643;282;212;3274
30/03/2020;MT;13;14;10;127;2670;291;213;3317
31/03/2020;MT;14;14;10;128;2696;292;216;3348
01/04/2020;MT;14;14;10;129;2719;297;222;3383
02/04/2020;MT;14;14;10;132;2737;299;223;3407
03/04/2020;MT;14;14;10;132;2766;304;226;3445
04/04/2020;MT;14;14;11;135;2789;306;228;3478
05/04/2020;MT;14;15;11;141;2812;311;231;3515
06/04/2020;MT;14;15;11;144;2839;317;239;3560
07/04/2020;MT;15;15;11;149;2868;322;243;3603
08/04/2020;MT;15;15;11;152;2892;327;251;3645
09/04/2020;MT;15;15;11;153;2915;335;257;3683
10/04/2020;MT;15;15;11;158;2940;337;261;3719
11/04/2020;MT;15;15;11;159;2981;341;264;3769
12/04/2020;MT;15;16;11;159;3010;345;267;3805
13/04/2020;MT;15;16;11;159;3043;349;268;3844
14/04/2020;MT;16;16;11;160;3061;351;273;3870
15/04/2020;MT;16;16;11;161;3081;357;274;3898
16/04/2020;MT;16;16;11;163;3097;361;274;3920
17/04/2020;MT;16;16;11;167;3127;364;277;3960
18/04/2020;MT;16;16;11;168;3155;370;281;3999
19/04/2020;MT;16;17;11;169;3179;370;282;4025
20/04/2020;MT;16;17;11;170;3205;373;283;4057
21/04/2020;MT;17;17;11;171;3238;375;285;4096
22/04/2020;MT;17;17;12;174;3277;379;288;4146
23/04/2020;MT;17;17;12;175;3300;382;291;4177
24/04/2020;MT;17;17;12;178;3335;384;293;4220
25/04/2020;MT;17;17;12;179;3364;389;296;4259
26/04/2020;MT;17;18;12;181;3396;393;299;4300
27/04/2020;MT;17;18;12;182;3425;393;301;4334
28/04/2020;MT;18;18;12;183;3451;394;301;4362
29/04/2020;MT;18;18;13;184;3478;398;304;4399
30/04/2020;MT;18;18;13;185;3502;402;309;4433
01/05/2020;MT;18;18;13;185;3542;406;311;4479
02/05/2020;MT;18;18;13;186;3556;409;313;4499
03/05/2020;MT;18;19;13;188;3590;412;314;4540
04/05/2020;MT;18;19;13;192;3621;412;315;4576
05/05/2020;MT;19;19;14;194;3651;413;315;4610
06/05/2020;MT;19;19;14;196;3677;415;317;4642
07/05/2020;MT;19;19;14;201;3703;417;319;4677
08/05/2020;MT;19;19;14;203;3729;419;320;4708
09/05/2020;MT;19;19;14;204;3753;426;326;4748
10/05/2020;MT;19;20;14;206;3785;427;330;4788
11/05/2020;MT;19;20;16;206;3808;428;331;4815
12/05/2020;MT;20;20;16;207;3841;431;331;4852
13/05/2020;MT;20;20;16;208;3864;433;334;4882
14/05/2020;MT;20;20;16;210;3890;434;336;4914
15/05/2020;MT;20;20;16;212;3912;434;339;4941
16/05/2020;MT;20;20;16;212;3942;434;339;4972
17/05/2020;MT;20;21;16;212;3972;434;341;5005
18/05/2020;MT;20;21;16;213;4000;439;343;5042
19/05/2020;MT;21;21;16;216;4029;444;347;5083
20/05/2020;MT;21;21;16;217;4052;449;349;5115
21/05/2020;MT;21;21;16;218;4070;452;350;5138
22/05/2020;MT;21;21;16;219;4100;454;351;5173
23/05/2020;MT;21;21;16;220;4124;455;352;5200
24/05/2020;MT;21;22;16;221;4166;459;354;5251
25/05/2020;MT;21;22;16;224;4186;461;356;5282
26/05/2020;MT;22;22;16;227;4223;462;358;5326
27/05/2020;MT;22;22;16;228;4250;466;359;5361
28/05/2020;MT;22;22;17;228;4283;468;360;5400
29/05/2020;MT;22;22;17;228;4320;470;365;5445
30/05/2020;MT;22;22;18;232;4359;472;368;5499
31/05/2020;MT;22;23;18;234;4401;478;370;5551
01/06/2020;MT;22;23;18;237;4439;480;372;5597
02/06/2020;MT;23;23;18;239;4469;482;373;5633
03/06/2020;MT;23;23;19;241;4519;484;374;5691
04/06/2020;MT;23;23;19;241;4551;488;376;5732
05/06/2020;MT;23;23;19;243;4590;489;378;5778
06/06/2020;MT;23;23;19;247;4629;489;381;5830
07/06/2020;MT;23;24;20;248;4673;491;382;5882
08/06/2020;MT;23;24;20;251;4708;493;383;5925
09/06/2020;MT;24;24;20;253;4748;495;386;5979
10/06/2020;MT;24;24;20;255;4782;497;387;6018
11/06/2020;MT;24;24;20;255;4828;501;394;6079
12/06/2020;MT;24;24;20;258;4872;503;397;6136
13/06/2020;MT;24;24;20;260;4915;508;398;6192
14/06/2020;MT;24;25;20;262;4955;509;399;6244
15/06/2020;MT;24;25;20;262;5002;516;404;6317
16/06/2020;MT;25;25;20;265;5044;518;407;6374
17/06/2020;MT;25;25;21;269;5079;522;411;6435
18/06/2020;MT;25;25;21;273;5117;528;414;6495
19/06/2020;MT;25;25;22;277;5177;529;416;6577
20/06/2020;MT;25;25;22;277;5234;530;420;6656
21/06/2020;MT;25;26;22;278;5282;531;421;6716
22/06/2020;MT;25;26;22;280;5322;535;423;6776
23/06/2020;MT;26;26;23;284;5348;540;426;6830
24/06/2020;MT;26;26;23;285;5376;549;429;6892
25/06/2020;MT;26;26;23;288;5404;554;432;6960
26/06/2020;MT;26;26;23;290;5435;555;438;7034
27/06/2020;MT;26;26;23;295;5468;559;445;7113
28/06/2020;MT;26;27;23;299;5499;561;446;7167
29/06/2020;MT;26;27;23;300;5540;565;446;7235
30/06/2020;MT;27;27;23;302;5574;569;447;7292
01/07/2020;MT;27;27;23;302;5619;571;450;7355
02/07/2020;MT;27;27;23;304;5671;577;451;7429
03/07/2020;MT;27;27;23;306;5726;579;451;7509
04/07/2020;MT;27;27;23;306;5768;582;455;7572
05/07/2020;MT;27;28;23;309;5801;585;459;7632
06/07/2020;MT;27;28;23;311;5828;588;462;7687
07/07/2020;MT;28;28;23;314;5853;592;466;7763
08/07/2020;MT;28;28;23;317;5879;598;467;7837
09/07/2020;MT;28;28;23;319;5903;600;469;7907
10/07/2020;MT;28;28;23;321;5934;603;476;7992
11/07/2020;MT;28;28;23;322;5957;608;479;8045
12/07/2020;MT;28;29;23;325;5982;615;480;8109
13/07/2020;MT;28;29;23;329;6027;617;481;8187
14/07/2020;MT;29;29;23;332;6065;622;485;8270
15/07/2020;MT;29;29;24;334;6096;625;487;8336
16/07/2020;MT;29;29;24;334;6144;628;491;8416
17/07/2020;MT;29;29;24;337;6188;632;492;8475
18/07/2020;MT;29;29;24;337;6232;634;492;8546
19/07/2020;MT;29;30;25;341;6269;635;496;8606
20/07/2020;MT;29;30;25;347;6290;638;502;8668
21/07/2020;MT;30;30;25;351;6321;640;507;8753
22/07/2020;MT;30;30;26;354;6350;647;515;8825
23/07/2020;MT;30;30;26;355;6374;653;518;8888
24/07/2020;MT;30;30;26;357;6398;656;523;8952
25/07/2020;MT;30;30;26;361;6425;656;526;9017
26/07/2020;MT;30;31;26;365;6461;659;532;9088
27/07/2020;MT;30;31;27;368;6499;660;534;9150
28/07/2020;MT;31;31;27;374;6522;663;536;9208
29/07/2020;MT;31;31;29;375;6556;669;538;9278
30/07/2020;MT;31;31;29;377;6597;674;542;9347
31/07/2020;MT;31;31;30;379;6644;676;546;9414
01/08/2020;MT;31;31;31;381;6680;683;552;9491
02/08/2020;MT;31;32;31;387;6715;687;556;9568
03/08/2020;MT;31;32;31;389;6744;693;559;9639
04/08/2020;MT;32;32;31;392;6779;696;561;9711
05/08/2020;MT;32;32;31;395;6802;698;565;9774
06/08/2020;MT;32;32;32;400;6824;699;568;9833
07/08/2020;MT;32;32;33;402;6855;703;573;9907
08/08/2020;MT;32;32;33;407;6882;707;577;9985
09/08/2020;MT;32;33;33;408;6916;712;580;10060
10/08/2020;MT;32;33;34;411;6948;712;583;10126
11/08/2020;MT;33;33;34;412;6975;722;585;10191
12/08/2020;MT;33;33;35;418;6995;727;589;10251
13/08/2020;MT;33;33;36;421;7024;734;595;10322
14/08/2020;MT;33;33;36;428;7053;739;598;10398
15/08/2020;MT;33;33;36;430;7076;745;602;10454
16/08/2020;MT;33;34;37;435;7104;746;605;10509
17/08/2020;MT;33;34;37;441;7124;749;609;10556
18/08/2020;MT;34;34;39;443;7150;755;610;10626
19/08/2020;MT;34;34;39;446;7176;757;614;10687
20/08/2020;MT;34;34;39;451;7216;760;619;10764
21/08/2020;MT;34;34;39;453;7241;767;625;10823
22/08/2020;MT;34;34;39;454;7260;770;629;10870
23/08/2020;MT;34;35;40;457;7287;779;630;10932
24/08/2020;MT;34;35;40;458;7313;782;632;10990
25/08/2020;MT;35;35;40;460;7336;788;634;11050
26/08/2020;MT;35;35;40;461;7363;793;639;11114
27/08/2020;MT;35;35;40;464;7390;800;645;11181
28/08/2020;MT;35;35;40;464;7422;806;651;11245
29/08/2020;MT;35;35;40;466;7447;807;656;11303
30/08/2020;MT;35;36;40;469;7470;814;660;11360
31/08/2020;MT;35;36;41;475;7492;818;666;11421
01/09/2020;MT;36;36;41;478;7509;825;671;11475
02/09/2020;MT;36;36;41;479;7529;830;675;11527
03/09/2020;MT;36;36;41;480;7552;831;678;11584
04/09/2020;MT;36;36;41;481;7579;833;681;11634
05/09/2020;MT;36;36;41;487;7599;838;683;11688
06/09/2020;MT;36;37;41;488;7629;841;687;11749
07/09/2020;MT;36;37;41;489;7651;845;692;11802
08/09/2020;MT;37;37;41;492;7677;849;698;11855
09/09/2020;MT;37;37;41;495;7701;852;703;11909
10/09/2020;MT;37;37;41;498;7741;857;705;11976
11/09/2020;MT;37;37;41;501;7769;864;709;12035
12/09/2020;MT;37;37;42;503;7793;868;716;12093
13/09/2020;MT;37;38;42;504;7813;876;721;12144
14/09/2020;MT;37;38;42;507;7834;879;722;12192
15/09/2020;MT;38;38;42;509;7847;883;722;12232
16/09/2020;MT;38;38;42;513;7863;885;726;12275
17/09/2020;MT;38;38;42;519;7886;892;734;12331
18/09/2020;MT;38;38;42;521;7912;896;739;12381
19/09/2020;MT;38;38;42;522;7945;901;743;12444
20/09/2020;MT;38;39;42;528;7971;906;748;12497
21/09/2020;MT;38;39;43;529;8007;915;752;12565
22/09/2020;MT;39;39;43;531;8038;919;762;12626
23/09/2020;MT;39;39;43;533;8059;925;768;12681
24/09/2020;MT;39;39;44;534;8085;929;773;12738
25/09/2020;MT;39;39;45;537;8113;934;779;12793
26/09/2020;MT;39;39;46;544;8137;939;789;12852
27/09/2020;MT;39;40;46;547;8154;945;795;12896
28/09/2020;MT;39;40;47;551;8186;949;800;12956
29/09/2020;MT;40;40;49;558;8215;952;803;13016
30/09/2020;MT;40;40;49;560;8245;958;807;13081
01/10/2020;MT;40;40;50;563;8272;966;812;13144
02/10/2020;MT;40;40;50;569;8303;974;820;13214
03/10/2020;MT;40;40;50;576;8320;981;823;13273
04/10/2020;MT;40;41;52;581;8365;988;827;13352
05/10/2020;MT;40;41;52;585;8402;999;837;13425
06/10/2020;MT;41;41;52;589;8439;1004;844;13493
07/10/2020;MT;41;41;52;593;8488;1015;849;13577
08/10/2020;MT;41;41;52;601;8535;1026;857;13671
09/10/2020;MT;41;41;52;607;8588;1035;870;13765
10/10/2020;MT;41;41;54;610;8635;1051;877;13851
11/10/2020;MT;41;42;55;615;8663;1061;883;13916
12/10/2020;MT;41;42;56;617;8684;1067;887;13963
13/10/2020;MT;42;42;57;618;8717;1074;891;14025
14/10/2020;MT;42;42;58;620;8748;1080;898;14085
15/10/2020;MT;42;42;58;623;8761;1085;900;14113
16/10/2020;MT;42;42;58;627;8788;1091;908;14167
17/10/2020;MT;42;42;58;631;8818;1097;912;14214
18/10/2020;MT;42;43;58;638;8846;1110;919;14274
19/10/2020;MT;42;43;58;641;8864;1111;925;14313
20/10/2020;MT;43;43;58;641;8888;1111;929;14350
21/10/2020;MT;43;43;58;643;8906;1116;932;14386
22/10/2020;MT;43;43;58;647;8934;1121;934;14435
23/10/2020;MT;43;43;58;652;8959;1128;942;14494
24/10/2020;MT;43;43;58;656;8980;1134;946;14536
25/10/2020;MT;43;44;58;661;9010;1137;950;14590
26/10/2020;MT;43;44;58;663;9027;1142;954;14628
27/10/2020;MT;44;44;58;664;9049;1153;958;14672
28/10/2020;MT;44;44;58;664;9076;1156;963;14722
29/10/2020;MT;44;44;58;666;9094;1165;969;14765
30/10/2020;MT;44;44;58;668;9120;1171;979;14815
31/10/2020;MT;44;44;59;672;9148;1174;986;14864
01/11/2020;MT;44;45;59;672;9170;1180;991;14902
02/11/2020;MT;44;45;60;675;9194;1185;999;14946
03/11/2020;MT;45;45;60;679;9209;1190;1004;14982
04/11/2020;MT;45;45;60;682;9230;1191;1009;15019
05/11/2020;MT;45;45;60;688;9258;1199;1016;15072
06/11/2020;MT;45;45;60;690;9282;1206;1019;15119
07/11/2020;MT;45;45;60;691;9315;1216;1029;15178
08/11/2020;MT;45;46;60;696;9342;1222;1031;15223
09/11/2020;MT;45;46;60;699;9367;1228;1035;15268
10/11/2020;MT;46;46;60;699;9389;1232;1042;15308
11/11/2020;MT;46;46;60;702;9407;1239;1044;15344
12/11/2020;MT;46;46;60;705;9423;1242;1052;15381
13/11/2020;MT;46;46;60;709;9441;1247;1053;15415
14/11/2020;MT;46;46;60;711;9466;1257;1058;15460
15/11/2020;MT;46;47;61;712;9483;1267;1064;15499
16/11/2020;MT;46;47;62;714;9505;1270;1066;15530
17/11/2020;MT;47;47;62;719;9523;1274;1074;15566
18/11/2020;MT;47;47;62;720;9545;1280;1079;15606
19/11/2020;MT;47;47;62;725;9569;1284;1080;15644
20/11/2020;MT;47;47;62;728;9590;1288;1085;15686
21/11/2020;MT;47;47;63;732;9615;1293;1091;15733
22/11/2020;MT;47;48;64;736;9644;1300;1095;15786
23/11/2020;MT;47;48;64;740;9661;1305;1101;15823
24/11/2020;MT;48;48;64;744;9682;1311;1107;15867
25/11/2020;MT;48;48;66;747;9705;1312;1110;15902
26/11/2020;MT;48;48;67;748;9730;1317;1114;15943
27/11/2020;MT;48;48;67;751;9751;1321;1116;15975
28/11/2020;MT;48;48;67;755;9774;1324;1121;16014
29/11/2020;MT;48;49;67;755;9790;1328;1124;16041
30/11/2020;MT;48;49;68;759;9814;1331;1128;16085
01/12/2020;MT;49;49;68;760;9830;1334;1134;16114
02/12/2020;MT;49;49;70;767;9857;1339;1138;16168
03/12/2020;MT;49;49;70;772;9892;1346;1143;16228
04/12/2020;MT;49;49;70;776;9908;1354;1151;16270
05/12/2020;MT;49;49;70;778;9932;1360;1154;16312
06/12/2020;MT;49;50;70;780;9953;1361;1157;16346
07/12/2020;MT;49;50;71;782;9959;1366;1160;16368
08/12/2020;MT;50;50;72;786;9973;1371;1165;16402
09/12/2020;MT;50;50;73;787;9987;1373;1173;16433
10/12/2020;MT;50;50;74;788;9995;1376;1176;16451
11/12/2020;MT;50;50;74;792;10009;1378;1180;16481
12/12/2020;MT;50;50;74;792;10021;1383;1188;16513
13/12/2020;MT;50;51;74;793;10036;1384;1188;16534
14/12/2020;MT;50;51;74;797;10057;1386;1193;16572
15/12/2020;MT;51;51;74;797;10074;1390;1200;16606
16/12/2020;MT;51;51;74;798;10097;1395;1206;16648
17/12/2020;MT;51;51;74;799;10112;1397;1209;16677
18/12/2020;MT;51;51;74;802;10131;1403;1213;16717
19/12/2020;MT;51;51;74;806;10153;1408;1217;16759
20/12/2020;MT;51;52;74;808;10163;1414;1225;16791
21/12/2020;MT;51;52;74;809;10170;1415;1227;16805
22/12/2020;MT;52;52;74;811;10175;1415;1227;16814
23/12/2020;MT;52;52;74;811;10178;1415;1228;16821
24/12/2020;MT;52;52;74;811;10183;1415;1228;16827
25/12/2020;MT;52;52;74;811;10187;1415;1231;16836
26/12/2020;MT;52;52;74;813;10194;1415;1231;16848
27/12/2020;MT;52;53;74;813;10198;1415;1233;16857
28/12/2020;MT;52;53;74;813;10206;1419;1236;16878
29/12/2020;MT;1;53;74;814;10215;1423;1236;16895
30/12/2020;MT;1;53;74;814;10215;1423;1237;16897
31/12/2020;MT;1;53;74;814;10215;1423;1237;16897
01/01/2020;PA;1;1;0;7;38;20;12;77
02/01/2020;PA;1;1;1;12;78;32;27;150
03/01/2020;PA;1;1;1;22;123;46;38;231
04/01/2020;PA;1;1;1;28;159;55;46;290
05/01/2020;PA;1;2;2;32;192;67;54;348
06/01/2020;PA;2;2;2;38;234;79;59;413
07/01/2020;PA;2;2;3;50;276;95;71;496
08/01/2020;PA;2;2;3;58;316;102;79;559
09/01/2020;PA;2;2;3;66;357;113;84;624
10/01/2020;PA;2;2;3;74;398;128;93;697
11/01/2020;PA;2;2;4;81;429;141;104;760
12/01/2020;PA;2;3;5;85;461;149;110;811
13/01/2020;PA;3;3;5;92;501;156;118;873
14/01/2020;PA;3;3;5;99;533;168;128;934
15/01/2020;PA;3;3;5;106;568;174;137;992
16/01/2020;PA;3;3;6;117;607;179;140;1051
17/01/2020;PA;3;3;6;126;631;192;146;1103
18/01/2020;PA;3;3;9;132;666;204;153;1166
19/01/2020;PA;3;4;9;140;702;212;161;1226
20/01/2020;PA;4;4;9;148;725;223;167;1274
21/01/2020;PA;4;4;9;157;770;231;175;1344
22/01/2020;PA;4;4;9;166;799;240;180;1396
23/01/2020;PA;4;4;9;177;833;248;187;1456
24/01/2020;PA;4;4;11;190;873;263;202;1541
25/01/2020;PA;4;4;11;194;916;284;209;1616
26/01/2020;PA;4;5;12;198;949;299;218;1678
27/01/2020;PA;5;5;14;207;984;308;224;1739
28/01/2020;PA;5;5;15;211;1018;320;234;1800
29/01/2020;PA;5;5;15;218;1054;331;241;1861
30/01/2020;PA;5;5;15;226;1092;340;251;1926
31/01/2020;PA;5;5;15;233;1139;350;261;2000
01/02/2020;PA;5;5;15;240;1176;372;266;2071
02/02/2020;PA;5;6;15;249;1226;390;279;2161
03/02/2020;PA;6;6;16;257;1276;404;289;2244
04/02/2020;PA;6;6;16;264;1311;424;300;2317
05/02/2020;PA;6;6;17;276;1350;436;313;2394
06/02/2020;PA;6;6;17;284;1387;451;321;2462
07/02/2020;PA;6;6;17;291;1420;465;331;2526
08/02/2020;PA;6;6;19;298;1454;482;344;2599
