date;state;epidemiological_week_2019;epidemiological_week_2020;deaths_indeterminate_2020;deaths_respiratory_failure_2020;deaths_others_2020;deaths_pneumonia_2020;deaths_septicemia_2020;deaths_total_2020
04/05/2020;CE;18;19;51;1088;9263;2581;1714;16190
05/05/2020;CE;19;19;51;1103;9375;2602;1729;16487
06/05/2020;CE;19;19;52;1114;9464;2622;1747;16765
07/05/2020;CE;19;19;53;1126;9572;2645;1763;17068
08/05/2020;CE;19;19;55;1136;9678;2658;1784;17356
09/05/2020;CE;19;19;55;1152;9790;2674;1798;17675
10/05/2020;CE;19;20;55;1161;9911;2688;1807;17965
11/05/2020;CE;19;20;55;1175;10025;2709;1814;18293
12/05/2020;CE;20;20;55;1186;10116;2729;1827;18604
13/05/2020;CE;20;20;56;1199;10223;2749;1845;18928
14/05/2020;CE;20;20;57;1204;10312;2776;1858;19219
15/05/2020;CE;20;20;57;1215;10401;2791;1872;19482
16/05/2020;CE;20;20;59;1225;10492;2804;1881;19748
17/05/2020;CE;20;21;64;1239;10590;2828;1894;20052
18/05/2020;CE;20;21;64;1253;10696;2844;1903;20344
19/05/2020;CE;21;21;64;1258;10783;2859;1916;20623
20/05/2020;CE;21;21;64;1268;10953;2874;1927;20980
21/05/2020;CE;21;21;64;1277;11038;2885;1937;21235
22/05/2020;CE;21;21;65;1287;11143;2899;1946;21506
23/05/2020;CE;21;21;67;1296;11230;2911;1956;21748
24/05/2020;CE;21;22;67;1303;11349;2927;1967;22002
25/05/2020;CE;21;22;68;1317;11437;2942;1978;22270
26/05/2020;CE;22;22;68;1325;11524;2955;1985;22484
27/05/2020;CE;22;22;68;1330;11603;2968;1996;22693
28/05/2020;CE;22;22;68;1336;11700;2986;2005;22933
29/05/2020;CE;22;22;69;1340;11779;2994;2012;23134
30/05/2020;CE;22;22;69;1346;11861;2999;2027;23334
31/05/2020;CE;22;23;70;1354;11941;3007;2034;23525
01/06/2020;CE;22;23;70;1363;12030;3019;2038;23735
02/06/2020;CE;23;23;70;1370;12123;3039;2050;23961
03/06/2020;CE;23;23;71;1373;12196;3045;2060;24134
04/06/2020;CE;23;23;72;1383;12273;3058;2066;24335
05/06/2020;CE;23;23;73;1388;12356;3078;2077;24530
06/06/2020;CE;23;23;75;1397;12432;3087;2082;24710
07/06/2020;CE;23;24;76;1404;12501;3097;2095;24871
08/06/2020;CE;23;24;77;1408;12596;3110;2113;25063
09/06/2020;CE;24;24;77;1415;12668;3124;2123;25236
10/06/2020;CE;24;24;77;1426;12740;3138;2130;25403
11/06/2020;CE;24;24;79;1435;12813;3144;2138;25569
12/06/2020;CE;24;24;81;1443;12891;3158;2150;25735
13/06/2020;CE;24;24;81;1449;12971;3171;2163;25907
14/06/2020;CE;24;25;83;1456;13063;3180;2169;26078
15/06/2020;CE;24;25;83;1466;13143;3192;2177;26260
16/06/2020;CE;25;25;83;1472;13211;3203;2186;26410
17/06/2020;CE;25;25;83;1480;13278;3215;2198;26553
18/06/2020;CE;25;25;85;1483;13344;3226;2208;26690
19/06/2020;CE;25;25;85;1490;13425;3237;2214;26842
20/06/2020;CE;25;25;86;1496;13507;3249;2225;27002
21/06/2020;CE;25;26;88;1500;13576;3259;2237;27144
22/06/2020;CE;25;26;89;1508;13660;3271;2244;27320
23/06/2020;CE;26;26;89;1512;13724;3286;2251;27455
24/06/2020;CE;26;26;89;1513;13799;3301;2267;27613
25/06/2020;CE;26;26;89;1522;13881;3312;2274;27782
26/06/2020;CE;26;26;89;1528;13946;3319;2285;27913
27/06/2020;CE;26;26;89;1533;14017;3330;2296;28054
28/06/2020;CE;26;27;89;1541;14099;3344;2312;28216
29/06/2020;CE;26;27;89;1552;14188;3355;2318;28394
30/06/2020;CE;27;27;89;1562;14263;3372;2326;28544
01/07/2020;CE;27;27;89;1569;14336;3381;2340;28695
02/07/2020;CE;27;27;89;1585;14395;3394;2352;28842
03/07/2020;CE;27;27;90;1593;14465;3405;2363;28980
04/07/2020;CE;27;27;93;1605;14539;3411;2374;29131
05/07/2020;CE;27;28;95;1619;14610;3420;2385;29281
06/07/2020;CE;27;28;97;1629;14682;3433;2398;29426
07/07/2020;CE;28;28;98;1634;14758;3451;2408;29579
08/07/2020;CE;28;28;99;1646;14828;3461;2423;29731
09/07/2020;CE;28;28;99;1653;14890;3477;2436;29883
10/07/2020;CE;28;28;99;1662;14943;3495;2449;30010
11/07/2020;CE;28;28;99;1672;14998;3504;2467;30134
12/07/2020;CE;28;29;100;1682;15069;3519;2477;30276
13/07/2020;CE;28;29;101;1688;15149;3529;2488;30416
14/07/2020;CE;29;29;101;1694;15216;3541;2499;30549
15/07/2020;CE;29;29;101;1698;15270;3552;2515;30669
16/07/2020;CE;29;29;101;1706;15341;3572;2533;30821
17/07/2020;CE;29;29;101;1717;15414;3584;2540;30956
18/07/2020;CE;29;29;102;1721;15489;3597;2552;31082
19/07/2020;CE;29;30;102;1732;15552;3609;2568;31222
20/07/2020;CE;29;30;103;1739;15608;3626;2582;31347
21/07/2020;CE;30;30;103;1748;15665;3639;2592;31473
22/07/2020;CE;30;30;106;1761;15731;3656;2607;31621
23/07/2020;CE;30;30;106;1764;15797;3666;2625;31747
24/07/2020;CE;30;30;106;1776;15866;3671;2637;31888
25/07/2020;CE;30;30;107;1784;15941;3685;2648;32038
26/07/2020;CE;30;31;107;1794;16003;3702;2658;32163
27/07/2020;CE;30;31;107;1803;16073;3722;2668;32299
28/07/2020;CE;31;31;108;1812;16151;3736;2679;32435
29/07/2020;CE;31;31;108;1821;16214;3743;2701;32565
30/07/2020;CE;31;31;108;1830;16286;3757;2710;32696
31/07/2020;CE;31;31;109;1837;16348;3771;2725;32823
01/08/2020;CE;31;31;110;1848;16416;3791;2730;32960
02/08/2020;CE;31;32;110;1859;16490;3804;2745;33103
03/08/2020;CE;31;32;110;1872;16559;3822;2768;33255
04/08/2020;CE;32;32;110;1884;16610;3839;2784;33373
05/08/2020;CE;32;32;110;1890;16679;3852;2798;33511
06/08/2020;CE;32;32;110;1897;16741;3868;2810;33636
07/08/2020;CE;32;32;112;1905;16801;3878;2825;33758
08/08/2020;CE;32;32;113;1911;16870;3895;2841;33894
09/08/2020;CE;32;33;114;1919;16934;3908;2854;34030
10/08/2020;CE;32;33;114;1931;17006;3919;2866;34167
11/08/2020;CE;33;33;114;1944;17075;3932;2881;34301
12/08/2020;CE;33;33;116;1955;17140;3950;2894;34429
13/08/2020;CE;33;33;116;1960;17208;3971;2908;34556
14/08/2020;CE;33;33;116;1967;17261;3987;2914;34658
15/08/2020;CE;33;33;118;1982;17338;4009;2924;34809
16/08/2020;CE;33;34;118;1994;17407;4017;2936;34931
17/08/2020;CE;33;34;118;2003;17464;4039;2945;35051
18/08/2020;CE;34;34;118;2012;17533;4059;2958;35182
19/08/2020;CE;34;34;118;2022;17609;4073;2968;35314
20/08/2020;CE;34;34;119;2028;17667;4090;2991;35444
21/08/2020;CE;34;34;119;2036;17724;4104;3003;35558
22/08/2020;CE;34;34;120;2040;17791;4119;3014;35673
23/08/2020;CE;34;35;121;2050;17859;4128;3027;35793
24/08/2020;CE;34;35;121;2056;17938;4151;3042;35930
25/08/2020;CE;35;35;121;2069;18000;4162;3050;36042
26/08/2020;CE;35;35;121;2076;18054;4181;3065;36152
27/08/2020;CE;35;35;121;2078;18125;4201;3075;36274
28/08/2020;CE;35;35;122;2085;18190;4218;3088;36393
29/08/2020;CE;35;35;122;2099;18245;4232;3097;36504
30/08/2020;CE;35;36;122;2105;18329;4247;3110;36648
31/08/2020;CE;35;36;123;2114;18400;4268;3126;36788
01/09/2020;CE;36;36;125;2122;18471;4282;3137;36908
02/09/2020;CE;36;36;125;2134;18527;4294;3157;37025
03/09/2020;CE;36;36;125;2142;18584;4315;3175;37147
04/09/2020;CE;36;36;125;2147;18654;4339;3191;37280
05/09/2020;CE;36;36;125;2153;18720;4354;3206;37400
06/09/2020;CE;36;37;125;2167;18786;4370;3220;37537
07/09/2020;CE;36;37;127;2177;18857;4389;3230;37671
08/09/2020;CE;37;37;128;2181;18931;4403;3243;37790
09/09/2020;CE;37;37;128;2193;18992;4417;3258;37904
10/09/2020;CE;37;37;128;2201;19069;4437;3273;38043
11/09/2020;CE;37;37;129;2207;19138;4455;3293;38180
12/09/2020;CE;37;37;129;2217;19210;4472;3309;38317
13/09/2020;CE;37;38;131;2225;19280;4490;3321;38447
14/09/2020;CE;37;38;131;2232;19348;4503;3337;38572
15/09/2020;CE;38;38;131;2237;19414;4517;3352;38687
16/09/2020;CE;38;38;131;2253;19488;4526;3362;38817
17/09/2020;CE;38;38;132;2264;19551;4556;3372;38944
18/09/2020;CE;38;38;132;2281;19619;4572;3383;39073
19/09/2020;CE;38;38;133;2288;19676;4588;3398;39184
20/09/2020;CE;38;39;133;2294;19725;4601;3408;39278
21/09/2020;CE;38;39;133;2306;19819;4618;3423;39438
22/09/2020;CE;39;39;133;2321;19895;4634;3441;39588
23/09/2020;CE;39;39;133;2332;19964;4649;3462;39723
24/09/2020;CE;39;39;137;2343;20024;4661;3478;39837
25/09/2020;CE;39;39;139;2348;20097;4677;3500;39970
26/09/2020;CE;39;39;140;2360;20180;4687;3503;40091
27/09/2020;CE;39;40;141;2370;20259;4698;3513;40227
28/09/2020;CE;39;40;143;2375;20334;4711;3527;40349
29/09/2020;CE;40;40;143;2387;20399;4724;3539;40469
30/09/2020;CE;40;40;143;2401;20464;4743;3555;40594
01/10/2020;CE;40;40;143;2416;20522;4758;3565;40704
02/10/2020;CE;40;40;144;2429;20605;4774;3577;40843
03/10/2020;CE;40;40;144;2436;20668;4793;3594;40960
04/10/2020;CE;40;41;144;2450;20749;4815;3605;41103
05/10/2020;CE;40;41;144;2458;20813;4828;3621;41221
06/10/2020;CE;41;41;144;2461;20881;4844;3631;41331
07/10/2020;CE;41;41;144;2474;20938;4860;3647;41448
08/10/2020;CE;41;41;144;2485;21000;4872;3663;41573
09/10/2020;CE;41;41;145;2493;21057;4887;3678;41678
10/10/2020;CE;41;41;145;2506;21131;4907;3695;41816
11/10/2020;CE;41;42;145;2518;21202;4920;3704;41933
12/10/2020;CE;41;42;145;2534;21260;4940;3722;42057
13/10/2020;CE;42;42;145;2542;21332;4954;3736;42174
14/10/2020;CE;42;42;145;2550;21397;4966;3748;42286
15/10/2020;CE;42;42;145;2560;21457;4985;3765;42407
16/10/2020;CE;42;42;145;2570;21529;4998;3777;42524
17/10/2020;CE;42;42;145;2579;21583;5018;3795;42632
18/10/2020;CE;42;43;146;2585;21664;5026;3812;42759
19/10/2020;CE;42;43;148;2592;21729;5036;3828;42873
20/10/2020;CE;43;43;148;2600;21799;5056;3845;42999
21/10/2020;CE;43;43;149;2610;21867;5072;3861;43116
22/10/2020;CE;43;43;149;2618;21937;5091;3880;43240
23/10/2020;CE;43;43;150;2631;22009;5105;3898;43374
24/10/2020;CE;43;43;150;2633;22085;5111;3913;43489
25/10/2020;CE;43;44;150;2643;22172;5125;3931;43633
26/10/2020;CE;43;44;150;2656;22243;5141;3944;43760
27/10/2020;CE;44;44;152;2670;22317;5159;3958;43895
28/10/2020;CE;44;44;153;2677;22388;5171;3973;44009
29/10/2020;CE;44;44;153;2692;22451;5185;3983;44131
30/10/2020;CE;44;44;154;2699;22519;5208;3994;44247
31/10/2020;CE;44;44;154;2710;22582;5228;4008;44362
01/11/2020;CE;44;45;155;2715;22651;5246;4026;44479
02/11/2020;CE;44;45;157;2722;22714;5262;4040;44593
03/11/2020;CE;45;45;157;2730;22776;5281;4056;44709
04/11/2020;CE;45;45;158;2738;22842;5295;4072;44821
05/11/2020;CE;45;45;160;2746;22899;5313;4086;44930
06/11/2020;CE;45;45;160;2759;22971;5329;4106;45061
07/11/2020;CE;45;45;160;2764;23039;5346;4123;45177
08/11/2020;CE;45;46;161;2774;23094;5359;4143;45288
09/11/2020;CE;45;46;162;2788;23156;5382;4154;45405
10/11/2020;CE;46;46;162;2802;23227;5394;4169;45530
11/11/2020;CE;46;46;162;2806;23289;5412;4186;45644
12/11/2020;CE;46;46;163;2819;23349;5421;4198;45755
13/11/2020;CE;46;46;165;2829;23415;5435;4210;45871
14/11/2020;CE;46;46;165;2839;23496;5455;4225;46006
15/11/2020;CE;46;47;165;2847;23558;5473;4244;46127
16/11/2020;CE;46;47;166;2860;23629;5486;4258;46249
17/11/2020;CE;47;47;166;2871;23695;5502;4268;46362
18/11/2020;CE;47;47;167;2879;23763;5515;4280;46474
19/11/2020;CE;47;47;167;2891;23826;5529;4290;46590
20/11/2020;CE;47;47;167;2899;23883;5543;4301;46688
21/11/2020;CE;47;47;167;2902;23936;5559;4313;46784
22/11/2020;CE;47;48;167;2909;24013;5572;4322;46906
23/11/2020;CE;47;48;168;2919;24073;5594;4336;47026
24/11/2020;CE;48;48;168;2926;24147;5607;4348;47142
25/11/2020;CE;48;48;170;2933;24212;5619;4358;47252
26/11/2020;CE;48;48;171;2941;24275;5639;4376;47372
27/11/2020;CE;48;48;171;2945;24336;5653;4387;47474
28/11/2020;CE;48;48;173;2950;24392;5667;4404;47582
29/11/2020;CE;48;49;175;2959;24463;5680;4419;47706
30/11/2020;CE;48;49;176;2969;24523;5698;4438;47827
01/12/2020;CE;49;49;177;2983;24580;5712;4459;47949
02/12/2020;CE;49;49;178;2989;24648;5726;4473;48068
03/12/2020;CE;49;49;178;2999;24697;5731;4484;48158
04/12/2020;CE;49;49;180;3006;24768;5749;4502;48286
05/12/2020;CE;49;49;180;3010;24839;5763;4512;48399
06/12/2020;CE;49;50;180;3019;24928;5772;4519;48529
07/12/2020;CE;49;50;180;3025;24991;5791;4528;48638
08/12/2020;CE;50;50;180;3033;25051;5812;4548;48761
09/12/2020;CE;50;50;180;3043;25104;5830;4561;48872
10/12/2020;CE;50;50;180;3048;25173;5845;4575;48984
11/12/2020;CE;50;50;180;3053;25246;5866;4587;49111
12/12/2020;CE;50;50;180;3062;25307;5877;4598;49226
13/12/2020;CE;50;51;181;3073;25380;5895;4610;49357
14/12/2020;CE;50;51;181;3082;25439;5908;4622;49472
15/12/2020;CE;51;51;181;3093;25501;5916;4630;49576
16/12/2020;CE;51;51;181;3105;25572;5931;4641;49700
17/12/2020;CE;51;51;181;3113;25622;5946;4648;49794
18/12/2020;CE;51;51;181;3119;25679;5957;4663;49899
19/12/2020;CE;51;51;183;3125;25731;5969;4672;49993
20/12/2020;CE;51;52;183;3131;25777;5980;4681;50079
21/12/2020;CE;51;52;183;3137;25807;5994;4689;50146
22/12/2020;CE;52;52;183;3144;25837;6006;4695;50212
23/12/2020;CE;52;52;184;3149;25872;6012;4706;50278
24/12/2020;CE;52;52;184;3153;25903;6018;4716;50338
25/12/2020;CE;52;52;184;3156;25932;6026;4728;50400
26/12/2020;CE;52;52;184;3159;25960;6034;4736;50456
27/12/2020;CE;52;53;184;3161;25979;6043;4743;50498
28/12/2020;CE;52;53;184;3164;25991;6049;4746;50529
29/12/2020;CE;1;53;184;3166;25999;6052;4748;50545
30/12/2020;CE;1;53;184;3166;26001;6053;4748;50548
31/12/2020;CE;1;53;184;3166;26001;6053;4748;50548
01/01/2020;DF;1;1;1;1;14;17;8;41
02/01/2020;DF;1;1;1;2;32;27;19;82
03/01/2020;DF;1;1;1;2;51;36;26;117
04/01/2020;DF;1;1;2;4;71;46;33;158
05/01/2020;DF;1;2;2;7;91;57;40;199
06/01/2020;DF;2;2;2;8;110;64;43;229
07/01/2020;DF;2;2;2;16;121;73;47;261
08/01/2020;DF;2;2;2;20;145;77;53;299
09/01/2020;DF;2;2;2;27;167;87;59;344
10/01/2020;DF;2;2;2;29;183;97;64;377
11/01/2020;DF;2;2;2;30;201;109;72;416
12/01/2020;DF;2;3;2;33;222;114;79;452
13/01/2020;DF;3;3;2;37;242;121;88;492
14/01/2020;DF;3;3;2;37;270;127;93;531
15/01/2020;DF;3;3;2;40;285;138;98;566
16/01/2020;DF;3;3;3;46;303;147;101;603
17/01/2020;DF;3;3;3;48;326;160;107;647
18/01/2020;DF;3;3;3;54;341;164;110;675
19/01/2020;DF;3;4;3;57;357;172;122;714
20/01/2020;DF;4;4;3;59;381;185;133;764
21/01/2020;DF;4;4;3;60;405;197;141;809
22/01/2020;DF;4;4;3;63;426;204;145;844
23/01/2020;DF;4;4;3;67;441;214;151;879
24/01/2020;DF;4;4;3;73;464;219;158;920
25/01/2020;DF;4;4;3;77;489;225;169;966
26/01/2020;DF;4;5;3;82;505;238;173;1005
27/01/2020;DF;5;5;3;84;529;243;182;1045
28/01/2020;DF;5;5;3;86;546;253;187;1079
29/01/2020;DF;5;5;3;88;572;264;195;1126
30/01/2020;DF;5;5;3;88;588;278;202;1163
31/01/2020;DF;5;5;3;88;604;292;211;1202
01/02/2020;DF;5;5;3;90;630;301;217;1245
02/02/2020;DF;5;6;3;90;654;309;224;1284
03/02/2020;DF;6;6;4;92;674;316;229;1319
04/02/2020;DF;6;6;4;95;694;323;233;1353
05/02/2020;DF;6;6;4;97;716;330;237;1388
06/02/2020;DF;6;6;5;99;734;341;243;1426
07/02/2020;DF;6;6;6;100;749;348;249;1456
08/02/2020;DF;6;6;6;103;773;357;257;1500
09/02/2020;DF;6;7;6;104;792;364;264;1534
10/02/2020;DF;7;7;6;105;805;371;273;1564
11/02/2020;DF;7;7;6;108;823;381;281;1603
12/02/2020;DF;7;7;6;109;843;388;287;1637
13/02/2020;DF;7;7;6;112;861;398;291;1672
14/02/2020;DF;7;7;6;114;879;405;294;1702
15/02/2020;DF;7;7;8;116;896;416;299;1740
16/02/2020;DF;7;8;8;120;909;423;310;1775
17/02/2020;DF;8;8;9;124;924;431;316;1809
18/02/2020;DF;8;8;9;125;942;443;322;1846
19/02/2020;DF;8;8;10;127;955;451;325;1873
20/02/2020;DF;8;8;10;129;977;458;334;1913
21/02/2020;DF;8;8;10;131;997;468;337;1948
22/02/2020;DF;8;8;10;133;1013;475;342;1978
23/02/2020;DF;8;9;10;136;1028;483;348;2010
24/02/2020;DF;9;9;11;140;1046;492;359;2053
25/02/2020;DF;9;9;11;141;1065;500;369;2091
26/02/2020;DF;9;9;12;143;1085;510;374;2129
27/02/2020;DF;9;9;12;143;1096;520;380;2156
28/02/2020;DF;9;9;12;146;1120;529;393;2205
29/02/2020;DF;9;9;12;148;1141;535;400;2241
01/03/2020;DF;9;10;13;149;1165;546;406;2284
02/03/2020;DF;9;10;13;150;1184;556;413;2321
03/03/2020;DF;10;10;13;152;1208;563;418;2359
04/03/2020;DF;10;10;14;152;1239;570;421;2401
05/03/2020;DF;10;10;15;152;1258;577;422;2429
06/03/2020;DF;10;10;15;157;1271;586;428;2462
07/03/2020;DF;10;10;15;158;1292;593;436;2499
08/03/2020;DF;10;11;15;159;1329;596;438;2542
09/03/2020;DF;10;11;15;161;1354;603;442;2580
10/03/2020;DF;11;11;16;163;1381;611;452;2628
11/03/2020;DF;11;11;17;167;1404;616;461;2670
12/03/2020;DF;11;11;18;170;1420;627;473;2713
13/03/2020;DF;11;11;18;173;1450;637;479;2762
14/03/2020;DF;11;11;18;180;1473;642;487;2805
15/03/2020;DF;11;12;18;182;1499;659;496;2859
16/03/2020;DF;11;12;18;187;1525;669;501;2905
17/03/2020;DF;12;12;18;190;1543;674;505;2935
18/03/2020;DF;12;12;18;192;1564;686;509;2974
19/03/2020;DF;12;12;18;193;1596;693;513;3018
20/03/2020;DF;12;12;19;196;1621;702;518;3062
21/03/2020;DF;12;12;20;200;1639;713;521;3099
22/03/2020;DF;12;13;22;203;1652;723;525;3133
23/03/2020;DF;12;13;22;208;1681;733;534;3188
24/03/2020;DF;13;13;22;212;1700;746;539;3230
25/03/2020;DF;13;13;23;215;1715;751;543;3258
26/03/2020;DF;13;13;23;215;1730;756;545;3282
27/03/2020;DF;13;13;23;220;1749;768;548;3323
28/03/2020;DF;13;13;23;223;1771;777;552;3361
29/03/2020;DF;13;14;23;224;1795;787;557;3403
30/03/2020;DF;13;14;23;226;1810;793;560;3432
31/03/2020;DF;14;14;23;229;1835;806;566;3484
01/04/2020;DF;14;14;23;233;1853;816;571;3522
02/04/2020;DF;14;14;23;236;1879;827;575;3569
03/04/2020;DF;14;14;24;237;1902;836;580;3610
04/04/2020;DF;14;14;24;240;1931;843;586;3659
05/04/2020;DF;14;15;24;243;1948;854;592;3698
06/04/2020;DF;14;15;25;244;1973;868;597;3744
07/04/2020;DF;15;15;25;247;1996;875;600;3781
08/04/2020;DF;15;15;26;249;2019;882;605;3820
09/04/2020;DF;15;15;26;251;2046;892;612;3867
10/04/2020;DF;15;15;26;252;2065;896;621;3900
11/04/2020;DF;15;15;26;252;2092;909;625;3946
12/04/2020;DF;15;16;27;256;2119;921;628;3996
13/04/2020;DF;15;16;28;259;2129;923;631;4016
14/04/2020;DF;16;16;28;261;2145;929;635;4046
15/04/2020;DF;16;16;28;263;2172;938;641;4094
16/04/2020;DF;16;16;28;265;2195;945;645;4130
17/04/2020;DF;16;16;28;267;2218;951;648;4167
18/04/2020;DF;16;16;29;271;2241;958;648;4203
19/04/2020;DF;16;17;29;273;2261;964;653;4236
20/04/2020;DF;16;17;29;277;2283;973;657;4278
21/04/2020;DF;17;17;30;280;2302;976;662;4309
22/04/2020;DF;17;17;31;280;2328;983;666;4349
23/04/2020;DF;17;17;31;282;2354;990;672;4390
24/04/2020;DF;17;17;32;283;2363;992;679;4411
25/04/2020;DF;17;17;32;286;2383;993;688;4446
26/04/2020;DF;17;18;32;289;2406;1000;694;4486
27/04/2020;DF;17;18;32;292;2427;1006;702;4525
28/04/2020;DF;18;18;33;296;2442;1011;709;4558
29/04/2020;DF;18;18;33;296;2464;1015;715;4593
30/04/2020;DF;18;18;33;296;2485;1021;720;4630
01/05/2020;DF;18;18;33;299;2510;1026;726;4671
02/05/2020;DF;18;18;33;304;2526;1031;735;4708
03/05/2020;DF;18;19;33;305;2549;1041;739;4746
04/05/2020;DF;18;19;33;308;2569;1049;744;4784
05/05/2020;DF;19;19;34;309;2580;1057;747;4808
06/05/2020;DF;19;19;34;315;2605;1061;753;4853
07/05/2020;DF;19;19;34;315;2617;1066;757;4875
08/05/2020;DF;19;19;34;318;2637;1074;764;4918
09/05/2020;DF;19;19;35;320;2651;1079;775;4955
10/05/2020;DF;19;20;35;324;2665;1090;782;4994
11/05/2020;DF;19;20;36;325;2682;1096;790;5029
12/05/2020;DF;20;20;37;327;2697;1100;792;5058
13/05/2020;DF;20;20;37;329;2721;1106;796;5096
14/05/2020;DF;20;20;37;330;2742;1110;802;5135
15/05/2020;DF;20;20;37;332;2761;1119;808;5174
16/05/2020;DF;20;20;38;337;2789;1128;813;5226
17/05/2020;DF;20;21;39;342;2811;1134;820;5275
18/05/2020;DF;20;21;39;346;2825;1138;824;5307
19/05/2020;DF;21;21;39;347;2840;1143;827;5341
20/05/2020;DF;21;21;39;348;2861;1154;833;5385
21/05/2020;DF;21;21;40;351;2878;1160;837;5422
22/05/2020;DF;21;21;40;355;2897;1166;840;5463
23/05/2020;DF;21;21;40;360;2908;1176;845;5502
24/05/2020;DF;21;22;40;362;2923;1181;850;5539
25/05/2020;DF;21;22;41;366;2939;1187;856;5587
26/05/2020;DF;22;22;42;367;2961;1193;861;5633
27/05/2020;DF;22;22;42;369;2987;1200;867;5689
28/05/2020;DF;22;22;43;371;3008;1207;873;5736
29/05/2020;DF;22;22;44;374;3024;1209;876;5773
30/05/2020;DF;22;22;44;376;3041;1216;880;5816
31/05/2020;DF;22;23;44;377;3064;1223;884;5861
01/06/2020;DF;22;23;44;378;3083;1232;889;5910
02/06/2020;DF;23;23;45;380;3106;1237;897;5961
03/06/2020;DF;23;23;46;382;3119;1247;903;6002
04/06/2020;DF;23;23;46;383;3135;1253;908;6043
05/06/2020;DF;23;23;46;391;3153;1257;915;6098
06/06/2020;DF;23;23;46;392;3179;1267;923;6160
07/06/2020;DF;23;24;46;397;3198;1270;926;6202
08/06/2020;DF;23;24;46;401;3219;1271;932;6243
09/06/2020;DF;24;24;46;406;3244;1278;937;6298
10/06/2020;DF;24;24;47;410;3263;1291;945;6357
11/06/2020;DF;24;24;47;411;3286;1295;952;6413
12/06/2020;DF;24;24;47;414;3315;1303;957;6476
13/06/2020;DF;24;24;47;417;3332;1309;964;6530
14/06/2020;DF;24;25;47;418;3364;1315;967;6584
15/06/2020;DF;24;25;47;423;3384;1319;971;6635
16/06/2020;DF;25;25;47;426;3401;1323;981;6685
17/06/2020;DF;25;25;48;429;3416;1331;987;6734
18/06/2020;DF;25;25;49;432;3429;1340;992;6786
19/06/2020;DF;25;25;49;437;3448;1345;999;6842
20/06/2020;DF;25;25;51;445;3460;1355;1007;6912
21/06/2020;DF;25;26;51;449;3470;1368;1013;6966
22/06/2020;DF;25;26;51;449;3490;1372;1016;7011
23/06/2020;DF;26;26;52;452;3501;1377;1022;7051
24/06/2020;DF;26;26;52;455;3516;1383;1030;7092
25/06/2020;DF;26;26;52;456;3529;1394;1030;7140
26/06/2020;DF;26;26;53;459;3554;1402;1038;7207
27/06/2020;DF;26;26;55;462;3585;1416;1043;7278
28/06/2020;DF;26;27;55;468;3604;1420;1045;7346
29/06/2020;DF;26;27;55;469;3624;1429;1047;7399
30/06/2020;DF;27;27;55;472;3646;1439;1051;7456
01/07/2020;DF;27;27;56;476;3668;1446;1052;7516
02/07/2020;DF;27;27;56;477;3694;1449;1058;7579
03/07/2020;DF;27;27;56;480;3707;1457;1059;7625
04/07/2020;DF;27;27;56;484;3731;1464;1062;7692
05/07/2020;DF;27;28;56;486;3758;1470;1066;7755
06/07/2020;DF;27;28;57;490;3778;1475;1076;7820
07/07/2020;DF;28;28;57;491;3805;1482;1084;7887
08/07/2020;DF;28;28;57;495;3823;1486;1089;7940
09/07/2020;DF;28;28;57;497;3843;1493;1096;8013
10/07/2020;DF;28;28;57;497;3871;1500;1100;8075
11/07/2020;DF;28;28;58;498;3902;1506;1103;8136
12/07/2020;DF;28;29;58;502;3927;1513;1112;8209
13/07/2020;DF;28;29;58;505;3949;1520;1115;8265
14/07/2020;DF;29;29;58;509;3975;1528;1120;8338
15/07/2020;DF;29;29;58;513;4001;1531;1124;8408
16/07/2020;DF;29;29;58;514;4024;1538;1129;8475
17/07/2020;DF;29;29;58;517;4054;1543;1130;8540
18/07/2020;DF;29;29;58;521;4080;1548;1136;8612
19/07/2020;DF;29;30;59;526;4110;1555;1138;8685
20/07/2020;DF;29;30;59;531;4141;1563;1143;8763
21/07/2020;DF;30;30;60;535;4161;1572;1145;8827
22/07/2020;DF;30;30;61;539;4181;1575;1149;8892
23/07/2020;DF;30;30;61;542;4203;1587;1157;8965
24/07/2020;DF;30;30;61;544;4236;1592;1162;9040
25/07/2020;DF;30;30;61;545;4261;1597;1169;9109
26/07/2020;DF;30;31;61;547;4280;1606;1183;9183
27/07/2020;DF;30;31;61;552;4298;1610;1189;9246
28/07/2020;DF;31;31;61;558;4316;1615;1193;9305
29/07/2020;DF;31;31;62;560;4346;1620;1197;9376
30/07/2020;DF;31;31;63;567;4370;1628;1200;9449
31/07/2020;DF;31;31;63;570;4396;1634;1209;9523
01/08/2020;DF;31;31;65;574;4414;1645;1212;9594
02/08/2020;DF;31;32;65;578;4429;1658;1218;9656
03/08/2020;DF;31;32;65;582;4449;1668;1222;9730
04/08/2020;DF;32;32;65;588;4473;1675;1226;9803
05/08/2020;DF;32;32;66;591;4488;1679;1230;9870
06/08/2020;DF;32;32;66;592;4505;1687;1233;9933
07/08/2020;DF;32;32;66;594;4529;1691;1240;10012
08/08/2020;DF;32;32;67;597;4556;1701;1248;10095
09/08/2020;DF;32;33;68;600;4578;1715;1250;10171
10/08/2020;DF;32;33;71;605;4610;1719;1259;10269
11/08/2020;DF;33;33;74;610;4631;1729;1262;10350
12/08/2020;DF;33;33;75;612;4646;1737;1264;10429
